Cluster size,total energy,temperature,potential energy,kinetic energy
923,-3131.485209916259919,819.380941396042203,-3229.243074694551069,97.757864778289814
923,-3130.290938039139746,812.454451227888399,-3227.222424200308069,96.931486161168465
923,-3129.096659758963142,805.261708839233393,-3225.170001554924511,96.073341795963657
923,-3127.902377435732433,812.445672342834200,-3224.832816214645391,96.930438778913569
923,-3126.708142004520141,831.115619175440770,-3225.866035738357368,99.157893733833646
923,-3125.513843729203018,823.533191134438880,-3223.767100879890222,98.253257150683041
923,-3124.319520498838756,805.672086379364941,-3220.441823199372266,96.122302700531350
923,-3123.125301102542380,816.643010036411169,-3220.556511561566822,97.431210459029103
923,-3121.931019433845904,820.221006224872212,-3219.789109809041747,97.858090375192091
923,-3120.736763263714693,825.925536199502289,-3219.275443876866120,98.538680613151115
923,-3119.542508658363204,818.511167355333782,-3217.196603323431646,97.654094665069692
923,-3118.348186616826297,808.320339487370916,-3214.786444395340368,96.438257778507790
923,-3117.153857737291673,800.946800329188136,-3212.712400834202072,95.558543096915656
923,-3115.959605547101546,796.915053345170122,-3211.037133091208943,95.077527544109699
923,-3114.765321853628848,806.401830294688580,-3210.974688096147020,96.209366242521298
923,-3113.571047539277060,801.711629073438530,-3209.220840043130920,95.649792503853931
923,-3112.376759448088251,801.045267795174709,-3207.947050400907756,95.570290952813167
923,-3111.182476115781810,798.500566833435755,-3206.449166484353555,95.266690368578267
923,-3109.988203016312127,814.888517021943812,-3207.210090214092361,97.221887197774763
923,-3108.793977988855204,815.573914577824553,-3206.097637898448284,97.303659909589229
923,-3107.599634491979486,823.158045208470867,-3205.808134115552093,98.208499623567263
923,-3106.405320191643568,802.512464381721543,-3202.150657936811513,95.745337745171497
923,-3105.211072186260935,809.621129363196360,-3201.804523275181964,96.593451088922336
923,-3104.016791648672552,812.444799901301508,-3200.947126339227907,96.930334690549898
923,-3102.822525573013536,821.145850768418200,-3200.790956356750939,97.968430783738697
923,-3101.628213596008209,808.926709284904518,-3198.138815523221183,96.510601927215887
923,-3100.434022469728916,812.095671041201172,-3197.322703650697804,96.888681180965449
923,-3099.239708404080829,827.121288455156900,-3197.921050606500103,98.681342202420566
923,-3098.045396814727610,816.255782391575281,-3195.430408313261523,97.385011498533871
923,-3096.851195560891938,854.144151954907329,-3198.756553971731137,101.905358410839582
923,-3095.656828184596634,839.104590394162528,-3195.767861939960767,100.111033755356274
923,-3094.462555740840344,825.731610155690191,-3192.978099623555408,98.515543882711910
923,-3093.268309806759135,834.789817334049644,-3192.864561023188799,99.596251216430389
923,-3092.074018481469466,850.618691423078531,-3193.558764846628947,101.484746365159651
923,-3090.879812751591999,860.994737566097683,-3193.602493836162921,102.722681084576607
923,-3089.685543733915438,856.751973745214286,-3191.902033484360800,102.216489750443998
923,-3088.491221993185263,851.798765402362847,-3190.116759419823666,101.625537426639553
923,-3087.296966264992079,867.481731166849045,-3190.793590958945970,103.496624693955056
923,-3086.102689065298819,851.937855095107807,-3187.744820862989400,101.642131797692684
923,-3084.908350471941503,864.009482536578616,-3187.990711671437111,103.082361199497370
923,-3083.714096977295412,880.018171109073478,-3188.706406448326561,104.992309471031930
923,-3082.519851924929299,879.495321852303846,-3187.449781830664051,104.929929905728031
923,-3081.325570178664293,881.842978459340657,-3186.535591901931184,105.210021723271964
923,-3080.131382106055298,904.701838254006248,-3188.068625335092747,107.937243229041172
923,-3078.937144874792011,911.460766427177418,-3187.680775405538043,108.743630530744056
923,-3077.742784828177719,882.032321071475849,-3182.975396446505783,105.232611618324185
923,-3076.548542384354732,896.897349050929165,-3183.554655583837757,107.006113199487331
923,-3075.354222922561803,878.763808503699124,-3180.196878180558997,104.842655257998658
923,-3074.160017929719743,889.800569423271668,-3180.319435791122487,106.159417861394985
923,-3072.965660165782992,920.815777479716871,-3182.825408803843857,109.859748638050149
923,-3071.771306750919393,910.561104807664378,-3180.407601371701276,108.636294620786884
923,-3070.577015766627483,922.348743432670972,-3180.619657941459081,110.042642174825957
923,-3069.382714547369233,929.455236407787652,-3180.273210930428377,110.890496383059727
923,-3068.188388854841833,917.443061227267208,-3177.645748905745222,109.457360050904271
923,-3066.994138994295554,928.872022304303641,-3177.815053864547735,110.820914870255763
923,-3065.799873998316343,935.271691147072488,-3177.384314024883679,111.584440026566384
923,-3064.605572246758129,915.669145580822260,-3173.851291780864358,109.245719534104495
923,-3063.411356986865485,914.648505952267897,-3172.535307090225615,109.123950103361139
923,-3062.217062301792794,927.787033966086938,-3172.908530491151851,110.691468189359483
923,-3061.022814518925315,949.126822315046297,-3174.260268388964960,113.237453870037655
923,-3059.828559649867657,958.642154755407773,-3174.201259087663402,114.372699437795703
923,-3058.634227625348558,958.765174127140767,-3173.021604132748053,114.387376507397121
923,-3057.440140093788159,944.622747899132492,-3170.140226452012485,112.700086358228134
923,-3056.245737012218797,947.057016348905449,-3169.236248585296380,112.990511573075594
923,-3055.051452008644446,967.187339793015212,-3170.443651658377348,115.392199649734593
923,-3053.857088098397981,946.040473824304286,-3166.726319053832867,112.869230955427625
923,-3052.662760411500130,967.219383414771755,-3168.058783088946711,115.396022677442801
923,-3051.468508880584977,964.069337718422048,-3166.488709122246746,115.020200241660746
1415,-5005.089327434145162,504.815686234307407,-5097.421579647579165,92.332252213428774
1415,-5003.258455303291157,510.019855092016485,-5096.542565085000206,93.284109781714179
1415,-5001.427586087406780,515.461238387045455,-5095.706940645548457,94.279354558147958
1415,-4999.596692919250017,514.947167251822520,-5093.782022376733039,94.185329457487597
1415,-4997.765816123155673,517.706256430468557,-5092.455790988603439,94.689974865443133
1415,-4995.934957161819511,527.449436993902964,-5092.406987992782888,96.472030830967213
1415,-4994.104087556674131,533.511236126798963,-5091.684839019083483,97.580751462413460
1415,-4992.273191157713882,533.675533219999920,-5089.883993034684863,97.610801876973099
1415,-4990.442293727282049,537.261519511048050,-5088.708982890819243,98.266689163536526
1415,-4988.611420542970336,540.736805329076333,-5087.513749555690083,98.902329012721154
1415,-4986.780556561194317,553.146358018934734,-5087.952628729807657,101.172072168610384
1415,-4984.949711081606438,561.152156187626701,-5087.586066939972625,102.636355858357206
1415,-4983.118785340712748,553.850261034812092,-5084.419603411182834,101.300818070467386
1415,-4981.287909506484539,555.685088230142696,-5082.924322789188409,101.636413282714059
1415,-4979.457020976405147,559.253363682650956,-5081.746082181977727,102.289061205574029
1415,-4977.626175342596980,572.224449292574946,-5082.287685702728595,104.661510360138351
1415,-4975.795280505631126,575.409577605661298,-5081.039360066281006,105.244079560651798
1415,-4973.964414404969830,577.288980032587119,-5079.552242116922571,105.587827711957942
1415,-4972.133533169518159,585.667748953191108,-5079.253862002784444,107.120328833280439
1415,-4970.302680937862533,591.865543453447913,-5078.556604349467307,108.253923411597796
1415,-4968.471764452908246,589.285045615353170,-5076.253707330384714,107.781942877473597
1415,-4966.640885572401203,590.872537267237703,-5074.713185274324132,108.072299701925076
1415,-4964.809985107681314,592.873878450266261,-5073.248335912842776,108.438350805160681
1415,-4962.979141507954409,608.694441398590016,-5074.311119132041313,111.331977624088296
1415,-4961.148276227369024,613.350354653007003,-5073.331833880788508,112.183557653420436
1415,-4959.317398169315311,613.298215436129340,-5071.491419408826005,112.174021239528756
1415,-4957.486534437111004,621.759318445032591,-5071.208115941352844,113.721581504245037
1415,-4955.655618112665252,620.126914678473099,-5069.078628236515215,113.423010123842161
1415,-4953.824713654562402,616.224622021837376,-5066.533983140769124,112.709269486203283
1415,-4951.993876801926490,633.788609597114714,-5067.915650524618286,115.921773722692464
1415,-4950.162985413250681,634.593267161317726,-5066.231933336723159,116.068947923473957
1415,-4948.332092207651840,635.590275645846646,-5064.583395872758047,116.251303665109404
1415,-4946.501225170188263,642.178865209845867,-5063.957600963479308,117.456375793298804
1415,-4944.670345907878072,649.593687466023539,-5063.482914183585308,118.812568275711911
1415,-4942.839474318421708,654.192978512532591,-5062.493266257520190,119.653791939099079
1415,-4941.008573368581892,646.029294104710971,-5059.169203767175532,118.160630398583990
1415,-4939.177679517540128,651.143164697557836,-5058.273651670044273,119.095972152497708
1415,-4937.346827906271756,663.213956125072059,-5058.650582797882635,121.303754891609373
1415,-4935.515975040816556,670.406554248549924,-5058.135276976864589,122.619301936038056
1415,-4933.685077567547523,673.853644832749410,-5056.934862362783861,123.249784795231463
1415,-4931.854193744375152,673.693529582389829,-5055.074692996224258,123.220499251849290
1415,-4930.023330378267019,673.602620163788856,-5053.227202033957838,123.203871655687479
1415,-4928.192434756819239,681.617243946525036,-5052.862204332640431,124.669769575824361
1415,-4926.361554906758101,683.529643317982391,-5051.381107870674896,125.019552963926856
1415,-4924.530694399129061,693.864199834921465,-5051.440467704575894,126.909773305441561
1415,-4922.699793871457587,694.687735452133438,-5049.760194228290857,127.060400356836169
1415,-4920.868921238700750,702.326592850535462,-5049.326490754820952,128.457569516124465
1415,-4919.038035433302866,701.660309709894932,-5047.373739831784405,128.335704398489099
1415,-4917.207163246764139,707.640181126490006,-5046.636603459916842,129.429440213157477
1415,-4915.376252373252100,700.964727774641801,-5043.584732819651435,128.208480446396948
1415,-4913.545399012421512,708.801064644303324,-5043.187168185789233,129.641769173370392
1415,-4911.714538690728659,714.811920921845967,-5042.455710899654150,130.741172208915259
1415,-4909.883645521432300,714.443874195774470,-5040.557500917375364,130.673855395938489
1415,-4908.052743576348803,719.993962407589152,-5039.741726193081377,131.688982616731977
1415,-4906.221878454720354,722.529940765831611,-5038.374698863669437,132.152820408952522
1415,-4904.390987439587661,721.587819677213133,-5036.371491170710215,131.980503731119200
1415,-4902.560142425999402,739.831996928336821,-5037.877559056836617,135.317416630841279
1415,-4900.729247629888050,729.122707735893187,-5034.087904226717001,133.358656596819003
1415,-4898.898356331185823,733.340242355646865,-5033.028412234415555,134.130055903236922
1415,-4897.067460289030350,740.248916256596999,-5032.461132673443899,135.393672384414657
1415,-4895.236618333326987,745.470261220229645,-5031.585289845587795,136.348671512258051
1415,-4893.405739608499061,748.379248634589658,-5030.286473350503002,136.880733742003684
1415,-4891.574897919584146,768.063546793617775,-5032.055946849537577,140.481048929951697
1415,-4889.743971502453860,751.172009915104354,-5027.135509377444578,137.391537874989382
1415,-4887.913096554955700,757.942495060300303,-5026.542975787156138,138.629879232201688
1415,-4886.082202850092472,757.971135283554872,-5024.717320462136740,138.635117612048418
1415,-4884.251333264512141,767.195605512163297,-5024.573633218373288,140.322299953858050
1415,-4882.420459378294254,769.715019773947233,-5023.203567503122031,140.783108124824963
1415,-4880.589564077462455,767.669390914012183,-5020.998520754586934,140.408956677116834
1415,-4878.758699870030796,775.052109784185291,-5020.517977227203119,141.759277357178007
1415,-4876.927793415521592,771.417906769268257,-5018.022364507592101,141.094571092063518
1415,-4875.096928724290592,783.861988536976355,-5018.467558440662287,143.370629716373685
1415,-4873.266068986364189,785.358851103192933,-5016.910479204724652,143.644410218369558
1415,-4871.435166091426254,783.105037488955873,-5014.667347267099103,143.232181175678335
1415,-4869.604306134130638,785.247949528118397,-5013.228432132971648,143.624125998841691
1415,-4867.773396892154778,785.617335571161789,-5011.465084668936470,143.691687776774756
1415,-4865.942485601821318,781.802580443766260,-5008.936443608791706,142.993958006959957
1415,-4864.111628480128275,784.239469402588156,-5007.551300540944794,143.439672060816889
1415,-4862.280809687205874,805.046729901802223,-5009.526190002872681,147.245380315675362
1415,-4860.449867283102321,803.479457458932302,-5007.408588926261473,146.958721643157503
1415,-4858.618985789175895,804.451680933048920,-5005.755529923727408,147.136544134549411
1415,-4856.788092118304121,796.241831440266196,-5002.423030984480647,145.634938866185763
1415,-4854.957212227849595,796.407188531613656,-5000.622395385319578,145.665183157478253
1415,-4853.126362000701192,809.161956466480547,-5001.124429182983476,147.998067182281403
1415,-4851.295466214048247,809.330120168019107,-4999.324291024749982,148.028824810712877
1415,-4849.464546865900047,803.757509750877261,-4996.474125079192163,147.009578213284897
1415,-4847.633729318151381,822.294708472056755,-4998.033814907354099,150.400085589198341
1415,-4845.802823694361905,813.342778300362284,-4994.565575308111875,148.762751613751391
1415,-4843.971952263072126,815.007822131577768,-4993.039245219650184,149.067292956587465
1415,-4842.141094862403406,835.859500069843421,-4995.022220152201044,152.881125289791754
1415,-4840.310180510494320,820.301746640632018,-4990.345747604147618,150.035567093659012
1415,-4838.479288126648498,812.212009916753232,-4987.035218925523623,148.555930798873334
1415,-4836.648447853979633,834.298304283146649,-4989.244025909287302,152.595578055300649
1415,-4834.817549396447248,829.860896214040167,-4986.601512654152430,151.783963257695717
1415,-4832.986642944229970,824.338331714298874,-4983.760513147845813,150.773870203617804
1415,-4831.155767317301979,822.491389973361834,-4981.591826523173950,150.436059205865917
1415,-4829.324881647787151,816.865885053956049,-4978.732019698449221,149.407138050659682
1415,-4827.493989541556402,830.723462463794135,-4979.435718666473804,151.941729124912371
1415,-4825.663154413459779,826.960213872184909,-4976.916574463245524,151.253420049783841
1415,-4823.832237998605706,812.700583249657598,-4972.477530276196376,148.645292277584332
1415,-4822.001348261311250,826.820896436038538,-4973.229286748221057,151.227938486902843
1415,-4820.170477170603590,832.870882975621271,-4972.504975731397280,152.334498560793634
1415,-4818.339571210181930,825.768658998247588,-4969.375052419822168,151.035481209635861
1415,-4816.508724575779524,822.576932446141996,-4966.960429747854505,150.451705172080864
1415,-4814.677849849879749,845.088637650857549,-4969.247011153765015,154.569161303884414
1415,-4812.846924370472152,820.618233620737783,-4962.940377850130062,150.093453479653164
1415,-4811.016032455726418,817.025079111835907,-4960.452287560993682,149.436255105267691
1415,-4809.185171270342835,832.044396562182442,-4961.368503070551014,152.183331800216280
1415,-4807.354253055607842,822.055220951866886,-4957.710535683210765,150.356282627604458
1415,-4805.523399991317092,833.435982286937133,-4957.961256854087878,152.437856862765614
1415,-4803.692551445914432,832.790178851861810,-4956.012288988550608,152.319737542638336
1415,-4801.861653188308992,824.247441759225921,-4952.618899355699796,150.757246167391742
1415,-4800.030740381424948,823.854320064741387,-4950.716083451436134,150.685343070012976
1415,-4798.199867058201562,827.241736760768617,-4949.504778460304806,151.304911402096280
1415,-4796.368984177244783,821.436635700251486,-4946.612125769357590,150.243141592123351
1415,-4794.538127292520585,833.122356016430103,-4946.918621001371321,152.380493708848689
1415,-4792.707291342057943,837.823481895403688,-4945.947634600313904,153.240343258260310
1415,-4790.876383339050335,819.125090813649763,-4940.696736671439794,149.820353332383547
1415,-4789.045480043026146,822.053417443704006,-4939.401432803758325,150.355952760733999
1415,-4787.214618384668029,823.394199591978349,-4937.815804086560092,150.601185701892064
1415,-4785.383721676314963,831.868676660771825,-4937.534913797247100,152.151192120926709
1415,-4783.552802383099333,816.093755482875622,-4932.818715697207153,149.265913314101965
1415,-4781.722004168828789,822.820766146153915,-4932.218307231386461,150.496303062561822
1415,-4779.891032548705880,816.672261317045013,-4929.262756256681314,149.371723707962929
1415,-4778.060175084651746,826.012980091712507,-4929.140343330446740,151.080168245791469
1415,-4776.229329021129161,823.760024472108284,-4926.897425153943004,150.668096132805516
1415,-4774.398378503140520,824.291318108872588,-4925.163649782057291,150.765271278916771
1415,-4772.567486627151084,827.931358946427622,-4923.998531925865791,151.431045298712831
1415,-4770.736610538810964,827.791131432548809,-4922.142007818788443,151.405397279977223
1415,-4768.905817683079476,825.410293289172728,-4919.875752765802645,150.969935082728085
1415,-4767.074957223199817,832.788322362880649,-4919.394355208616616,152.319397985422910
1415,-4765.244005002337872,836.744838236889109,-4918.287061209021886,153.043056206684639
1415,-4763.413246979644100,851.306956162961569,-4919.119756763116129,155.706509783457250
1415,-4761.582267004087953,833.621530308136926,-4914.054061137749159,152.471794133651855
1415,-4759.751353330514576,846.109482798517320,-4914.507230170820549,154.755876840296935
1415,-4757.920476263252567,852.729091095385797,-4913.887098647885978,155.966622384635656
1415,-4756.089672837847502,858.813738536490746,-4913.169194875732501,157.079522037879144
1415,-4754.258747751529881,850.765512342520992,-4909.866225890861642,155.607478139331079
1415,-4752.427863710505335,859.920323989936151,-4909.709783435251666,157.281919724736895
1415,-4750.596993919627494,864.040647619621836,-4908.632532778940913,158.035538859305802
1415,-4748.766129469946463,874.734293182948363,-4908.757567098163236,159.991437628220098
1415,-4746.935187462892827,874.873243199876242,-4906.952039451954988,160.016851989060569
1415,-4745.104281440331761,871.050836362193081,-4904.422004139601995,159.317722699256279
1415,-4743.273414823188432,892.326582110077538,-4906.482533087196316,163.209118263994128
1415,-4741.442643264682374,902.246491018804250,-4906.466141620799135,165.023498356116875
1415,-4739.611719981882743,883.037720050717212,-4901.121878451579505,161.510158469700599
1415,-4737.780779578279180,885.446046370463591,-4899.731427912356594,161.950648334082672
1415,-4735.950020975469670,898.919329916686706,-4900.364971922279437,164.414950946809881
1415,-4734.119083768282508,907.893660186989791,-4900.175465733497731,166.056381965218577
1415,-4732.288133912457852,905.646156283901291,-4897.933440899438210,165.645306986985389
1415,-4730.457296172889073,908.145680949053826,-4896.559773465962280,166.102477293078920
1415,-4728.626441447097022,909.090720195532413,-4894.901769157537274,166.275327710442667
1415,-4726.795571346528959,918.192231291118446,-4894.735591816965098,167.940020470427129
1415,-4724.964663346748239,926.496881382510992,-4894.423628389810801,169.458965043054661
1415,-4723.133783408278759,911.175639205320635,-4889.790448848720189,166.656665440441117
1415,-4721.302880266333887,922.529695957439117,-4890.036235596313418,168.733355329977684
1415,-4719.472091546952470,922.124141700386076,-4888.131269827820688,168.659178280869412
1415,-4717.641193661214857,918.741006662233417,-4885.681586737640828,168.040393076422134
1415,-4715.810215574260837,947.135692781531816,-4889.044079043496822,173.233863469240248
1415,-4713.979419532344764,935.180466132756010,-4885.026637395460057,171.047217863122768
1415,-4712.148473868997826,932.844537004077097,-4882.768443523826136,170.619969654829532
1415,-4710.317607854700327,924.324231870281096,-4879.379189004583168,169.061581149873291
1415,-4708.486609204246633,921.527829509759044,-4877.036720257045999,168.550111052801242
1415,-4706.655867747873344,949.786613309336758,-4880.374592265317006,173.718724517431752
1415,-4704.825056065540593,941.223406530127932,-4876.977545242719316,172.152489177179945
1415,-4702.994050999635874,944.029512032089997,-4875.659785006583661,172.665734006946195
1415,-4701.163224346382776,967.902270689798343,-4878.195355106683564,177.032130760297036
1415,-4699.332358808859681,980.166481746020622,-4878.607649318989388,179.275290510122971
2057,-7301.644858253956954,499.144952476613923,-7434.361420433351668,132.716562179397556
2057,-7298.983292473235451,504.185782886420611,-7433.040150050197553,134.056857576955821
2057,-7296.321752757683498,512.010732361442365,-7432.459169074942110,136.137416317256623
2057,-7293.660174844634639,517.440344129535106,-7431.241258786399158,137.581083941770828
2057,-7290.998598386264348,516.675296091875794,-7428.376265374793547,137.377666988526244
2057,-7288.337066517062340,525.776378704782019,-7428.134600501146451,139.797533984080189
2057,-7285.675501311474363,532.143265516045631,-7427.165912935977758,141.490411624500638
2057,-7283.013909379151301,534.801091107276193,-7425.211004450195105,142.197095071042895
2057,-7280.352333242315581,535.263906325247717,-7422.672485241713730,142.320151999393772
2057,-7277.690793457640211,541.600861716357940,-7421.695864697463549,144.005071239826009
2057,-7275.029239981223327,549.017265855829578,-7421.006242733596082,145.977002752385573
2057,-7272.367640878770544,547.812308198870710,-7418.024260069199045,145.656619190436459
2057,-7269.706083165795462,553.451980378013559,-7416.862222485039638,147.156139319250542
2057,-7267.044529766450978,565.100289954312871,-7417.297812699985116,150.253282933539765
2057,-7264.382949795662171,565.648414228596380,-7414.781972296373169,150.399022500712277
2057,-7261.721379703111779,563.736612527046418,-7411.612077421328650,149.890697718222327
2057,-7259.059818016145982,577.208627375264200,-7412.532560363723860,153.472742347571170
2057,-7256.398250605689100,574.773602886223102,-7409.223549605593689,152.825298999892539
2057,-7253.736678299744199,580.963815531460455,-7408.207879431583024,154.471201131846158
2057,-7251.075121296849829,588.608791881209186,-7407.579028507464500,156.503907210606059
2057,-7248.413545107076061,592.901375666935792,-7406.058798053179089,157.645252946112265
2057,-7245.751965480272702,589.720782465564639,-7402.551537440755965,156.799571960493523
2057,-7243.090407645597224,597.912048733440315,-7402.067937519073894,158.977529873469564
2057,-7240.428848487520554,599.185531904291111,-7399.744982022296426,159.316133534771296
2057,-7237.767320899408332,611.401249337125705,-7400.331464885241076,162.564143985836409
2057,-7235.105748648474218,614.016066551440190,-7398.365140677355157,163.259392028894212
