time step (dt), time (t) ,Total Energy, potential energy(E_pot) , kinetic energy (E_kin)
0.1,22.6,-3330.71,-3330.71,0.00015818
0.1,22.7,-3330.73,-3330.73,0.000159458
0.1,22.8,-3330.76,-3330.76,0.00016074
0.1,22.9,-3330.79,-3330.79,0.000162025
0.1,23,-3330.81,-3330.81,0.000163314
0.1,23.1,-3330.84,-3330.84,0.000164606
0.1,23.2,-3330.86,-3330.86,0.000165903
0.1,23.3,-3330.89,-3330.89,0.000167202
0.1,23.4,-3330.92,-3330.92,0.000168505
0.1,23.5,-3330.94,-3330.94,0.000169812
0.1,23.6,-3330.97,-3330.97,0.000171122
0.1,23.7,-3331,-3331,0.000172436
0.1,23.8,-3331.02,-3331.02,0.000173753
0.1,23.9,-3331.05,-3331.05,0.000175074
0.1,24,-3331.08,-3331.08,0.000176398
0.1,24.1,-3331.11,-3331.11,0.000177725
0.1,24.2,-3331.13,-3331.13,0.000179056
0.1,24.3,-3331.16,-3331.16,0.00018039
0.1,24.4,-3331.19,-3331.19,0.000181728
0.1,24.5,-3331.21,-3331.21,0.000183068
0.1,24.6,-3331.24,-3331.24,0.000184412
0.1,24.7,-3331.27,-3331.27,0.00018576
0.1,24.8,-3331.3,-3331.3,0.00018711
0.1,24.9,-3331.32,-3331.32,0.000188464
0.1,25,-3331.35,-3331.35,0.00018982
0.1,25.1,-3331.38,-3331.38,0.00019118
0.1,25.2,-3331.41,-3331.41,0.000192544
0.1,25.3,-3331.44,-3331.44,0.00019391
0.1,25.4,-3331.46,-3331.46,0.000195279
0.1,25.5,-3331.49,-3331.49,0.000196652
0.1,25.6,-3331.52,-3331.52,0.000198027
0.1,25.7,-3331.55,-3331.55,0.000199406
0.1,25.8,-3331.58,-3331.58,0.000200787
0.1,25.9,-3331.6,-3331.6,0.000202172
0.1,26,-3331.63,-3331.63,0.000203559
0.1,26.1,-3331.66,-3331.66,0.000204949
0.1,26.2,-3331.69,-3331.69,0.000206343
0.1,26.3,-3331.72,-3331.72,0.000207739
0.1,26.4,-3331.75,-3331.75,0.000209138
0.1,26.5,-3331.78,-3331.78,0.00021054
0.1,26.6,-3331.8,-3331.8,0.000211945
0.1,26.7,-3331.83,-3331.83,0.000213352
0.1,26.8,-3331.86,-3331.86,0.000214763
0.1,26.9,-3331.89,-3331.89,0.000216176
0.1,27,-3331.92,-3331.92,0.000217591
0.1,27.1,-3331.95,-3331.95,0.00021901
0.1,27.2,-3331.98,-3331.98,0.000220431
0.1,27.3,-3332.01,-3332.01,0.000221855
0.1,27.4,-3332.04,-3332.04,0.000223282
0.1,27.5,-3332.06,-3332.06,0.000224711
0.1,27.6,-3332.09,-3332.09,0.000226143
0.1,27.7,-3332.12,-3332.12,0.000227577
0.1,27.8,-3332.15,-3332.15,0.000229014
0.1,27.9,-3332.18,-3332.18,0.000230453
0.1,28,-3332.21,-3332.21,0.000231895
0.1,28.1,-3332.24,-3332.24,0.000233339
0.1,28.2,-3332.27,-3332.27,0.000234786
0.1,28.3,-3332.3,-3332.3,0.000236236
0.1,28.4,-3332.33,-3332.33,0.000237687
0.1,28.5,-3332.36,-3332.36,0.000239142
0.1,28.6,-3332.39,-3332.39,0.000240598
0.1,28.7,-3332.42,-3332.42,0.000242057
0.1,28.8,-3332.45,-3332.45,0.000243518
0.1,28.9,-3332.48,-3332.48,0.000244982
0.1,29,-3332.51,-3332.51,0.000246447
0.1,29.1,-3332.54,-3332.54,0.000247916
0.1,29.2,-3332.57,-3332.57,0.000249386
0.1,29.3,-3332.6,-3332.6,0.000250858
0.1,29.4,-3332.63,-3332.63,0.000252333
0.1,29.5,-3332.66,-3332.66,0.00025381
0.1,29.6,-3332.69,-3332.69,0.000255289
0.1,29.7,-3332.72,-3332.72,0.00025677
0.1,29.8,-3332.75,-3332.75,0.000258253
0.1,29.9,-3332.78,-3332.78,0.000259739
0.1,30,-3332.81,-3332.81,0.000261226
0.1,30.1,-3332.84,-3332.84,0.000262716
0.1,30.2,-3332.87,-3332.87,0.000264207
0.1,30.3,-3332.9,-3332.9,0.000265701
0.1,30.4,-3332.93,-3332.93,0.000267196
0.1,30.5,-3332.96,-3332.96,0.000268694
0.1,30.6,-3332.99,-3332.99,0.000270193
0.1,30.7,-3333.02,-3333.02,0.000271694
0.1,30.8,-3333.05,-3333.05,0.000273197
0.1,30.9,-3333.09,-3333.09,0.000274702
0.1,31,-3333.12,-3333.12,0.000276209
0.1,31.1,-3333.15,-3333.15,0.000277718
0.1,31.2,-3333.18,-3333.18,0.000279228
0.1,31.3,-3333.21,-3333.21,0.000280741
0.1,31.4,-3333.24,-3333.24,0.000282255
0.1,31.5,-3333.27,-3333.27,0.00028377
0.1,31.6,-3333.3,-3333.3,0.000285288
0.1,31.7,-3333.33,-3333.33,0.000286807
0.1,31.8,-3333.36,-3333.36,0.000288328
0.1,31.9,-3333.39,-3333.39,0.00028985
0.1,32,-3333.43,-3333.43,0.000291374
0.1,32.1,-3333.46,-3333.46,0.0002929
0.1,32.2,-3333.49,-3333.49,0.000294427
0.1,32.3,-3333.52,-3333.52,0.000295956
0.1,32.4,-3333.55,-3333.55,0.000297486
0.1,32.5,-3333.58,-3333.58,0.000299018
0.1,32.6,-3333.61,-3333.61,0.000300552
0.1,32.7,-3333.64,-3333.64,0.000302087
0.1,32.8,-3333.68,-3333.68,0.000303623
0.1,32.9,-3333.71,-3333.71,0.000305161
0.1,33,-3333.74,-3333.74,0.0003067
0.1,33.1,-3333.77,-3333.77,0.00030824
0.1,33.2,-3333.8,-3333.8,0.000309782
0.1,33.3,-3333.83,-3333.83,0.000311325
0.1,33.4,-3333.86,-3333.86,0.00031287
0.1,33.5,-3333.9,-3333.9,0.000314416
0.1,33.6,-3333.93,-3333.93,0.000315963
0.1,33.7,-3333.96,-3333.96,0.000317511
0.1,33.8,-3333.99,-3333.99,0.000319061
0.1,33.9,-3334.02,-3334.02,0.000320612
0.1,34,-3334.05,-3334.05,0.000322164
0.1,34.1,-3334.09,-3334.09,0.000323717
0.1,34.2,-3334.12,-3334.12,0.000325272
0.1,34.3,-3334.15,-3334.15,0.000326827
0.1,34.4,-3334.18,-3334.18,0.000328384
0.1,34.5,-3334.21,-3334.21,0.000329941
0.1,34.6,-3334.24,-3334.24,0.0003315
0.1,34.7,-3334.28,-3334.28,0.00033306
0.1,34.8,-3334.31,-3334.31,0.000334621
0.1,34.9,-3334.34,-3334.34,0.000336183
0.1,35,-3334.37,-3334.37,0.000337746
0.1,35.1,-3334.4,-3334.4,0.00033931
0.1,35.2,-3334.44,-3334.44,0.000340874
0.1,35.3,-3334.47,-3334.47,0.00034244
0.1,35.4,-3334.5,-3334.5,0.000344007
0.1,35.5,-3334.53,-3334.53,0.000345574
0.1,35.6,-3334.56,-3334.56,0.000347143
0.1,35.7,-3334.6,-3334.6,0.000348712
0.1,35.8,-3334.63,-3334.63,0.000350282
0.1,35.9,-3334.66,-3334.66,0.000351853
0.1,36,-3334.69,-3334.69,0.000353424
0.1,36.1,-3334.72,-3334.72,0.000354997
0.1,36.2,-3334.76,-3334.76,0.00035657
0.1,36.3,-3334.79,-3334.79,0.000358144
0.1,36.4,-3334.82,-3334.82,0.000359719
0.1,36.5,-3334.85,-3334.85,0.000361294
0.1,36.6,-3334.88,-3334.89,0.00036287
0.1,36.7,-3334.92,-3334.92,0.000364446
0.1,36.8,-3334.95,-3334.95,0.000366023
0.1,36.9,-3334.98,-3334.98,0.000367601
0.1,37,-3335.01,-3335.01,0.00036918
0.1,37.1,-3335.05,-3335.05,0.000370759
0.1,37.2,-3335.08,-3335.08,0.000372338
0.1,37.3,-3335.11,-3335.11,0.000373918
0.1,37.4,-3335.14,-3335.14,0.000375499
0.1,37.5,-3335.18,-3335.18,0.00037708
0.1,37.6,-3335.21,-3335.21,0.000378661
0.1,37.7,-3335.24,-3335.24,0.000380243
0.1,37.8,-3335.27,-3335.27,0.000381826
0.1,37.9,-3335.3,-3335.3,0.000383408
0.1,38,-3335.34,-3335.34,0.000384991
0.1,38.1,-3335.37,-3335.37,0.000386575
0.1,38.2,-3335.4,-3335.4,0.000388159
0.1,38.3,-3335.43,-3335.43,0.000389743
0.1,38.4,-3335.47,-3335.47,0.000391328
0.1,38.5,-3335.5,-3335.5,0.000392912
0.1,38.6,-3335.53,-3335.53,0.000394498
0.1,38.7,-3335.56,-3335.56,0.000396083
0.1,38.8,-3335.6,-3335.6,0.000397669
0.1,38.9,-3335.63,-3335.63,0.000399254
0.1,39,-3335.66,-3335.66,0.00040084
0.1,39.1,-3335.69,-3335.69,0.000402427
0.1,39.2,-3335.72,-3335.73,0.000404013
0.1,39.3,-3335.76,-3335.76,0.0004056
0.1,39.4,-3335.79,-3335.79,0.000407186
0.1,39.5,-3335.82,-3335.82,0.000408773
0.1,39.6,-3335.85,-3335.85,0.00041036
0.1,39.7,-3335.89,-3335.89,0.000411947
0.1,39.8,-3335.92,-3335.92,0.000413534
0.1,39.9,-3335.95,-3335.95,0.000415121
0.1,40,-3335.98,-3335.98,0.000416708
0.1,40.1,-3336.02,-3336.02,0.000418295
0.1,40.2,-3336.05,-3336.05,0.000419882
0.1,40.3,-3336.08,-3336.08,0.000421469
0.1,40.4,-3336.11,-3336.11,0.000423056
0.1,40.5,-3336.15,-3336.15,0.000424642
0.1,40.6,-3336.18,-3336.18,0.000426229
0.1,40.7,-3336.21,-3336.21,0.000427816
0.1,40.8,-3336.24,-3336.24,0.000429402
0.1,40.9,-3336.28,-3336.28,0.000430989
0.1,41,-3336.31,-3336.31,0.000432575
0.1,41.1,-3336.34,-3336.34,0.000434161
0.1,41.2,-3336.37,-3336.37,0.000435747
0.1,41.3,-3336.4,-3336.41,0.000437332
0.1,41.4,-3336.44,-3336.44,0.000438918
0.1,41.5,-3336.47,-3336.47,0.000440503
0.1,41.6,-3336.5,-3336.5,0.000442088
0.1,41.7,-3336.53,-3336.53,0.000443672
0.1,41.8,-3336.57,-3336.57,0.000445257
0.1,41.9,-3336.6,-3336.6,0.000446841
0.1,42,-3336.63,-3336.63,0.000448424
0.1,42.1,-3336.66,-3336.66,0.000450007
0.1,42.2,-3336.7,-3336.7,0.00045159
0.1,42.3,-3336.73,-3336.73,0.000453173
0.1,42.4,-3336.76,-3336.76,0.000454755
0.1,42.5,-3336.79,-3336.79,0.000456337
0.1,42.6,-3336.83,-3336.83,0.000457918
0.1,42.7,-3336.86,-3336.86,0.000459499
0.1,42.8,-3336.89,-3336.89,0.000461079
0.1,42.9,-3336.92,-3336.92,0.000462659
0.1,43,-3336.95,-3336.95,0.000464239
0.1,43.1,-3336.99,-3336.99,0.000465817
0.1,43.2,-3337.02,-3337.02,0.000467396
0.1,43.3,-3337.05,-3337.05,0.000468974
0.1,43.4,-3337.08,-3337.08,0.000470551
0.1,43.5,-3337.12,-3337.12,0.000472127
0.1,43.6,-3337.15,-3337.15,0.000473704
0.1,43.7,-3337.18,-3337.18,0.000475279
0.1,43.8,-3337.21,-3337.21,0.000476854
0.1,43.9,-3337.24,-3337.24,0.000478428
0.1,44,-3337.28,-3337.28,0.000480001
0.1,44.1,-3337.31,-3337.31,0.000481574
0.1,44.2,-3337.34,-3337.34,0.000483146
0.1,44.3,-3337.37,-3337.37,0.000484718
0.1,44.4,-3337.4,-3337.4,0.000486289
0.1,44.5,-3337.44,-3337.44,0.000487859
0.1,44.6,-3337.47,-3337.47,0.000489428
0.1,44.7,-3337.5,-3337.5,0.000490996
0.1,44.8,-3337.53,-3337.53,0.000492564
0.1,44.9,-3337.56,-3337.56,0.000494131
0.1,45,-3337.6,-3337.6,0.000495697
0.1,45.1,-3337.63,-3337.63,0.000497262
0.1,45.2,-3337.66,-3337.66,0.000498827
0.1,45.3,-3337.69,-3337.69,0.00050039
0.1,45.4,-3337.72,-3337.72,0.000501953
0.1,45.5,-3337.76,-3337.76,0.000503515
0.1,45.6,-3337.79,-3337.79,0.000505076
0.1,45.7,-3337.82,-3337.82,0.000506636
0.1,45.8,-3337.85,-3337.85,0.000508195
0.1,45.9,-3337.88,-3337.88,0.000509753
0.1,46,-3337.92,-3337.92,0.00051131
0.1,46.1,-3337.95,-3337.95,0.000512866
0.1,46.2,-3337.98,-3337.98,0.000514421
0.1,46.3,-3338.01,-3338.01,0.000515975
0.1,46.4,-3338.04,-3338.04,0.000517528
0.1,46.5,-3338.07,-3338.07,0.000519081
0.1,46.6,-3338.11,-3338.11,0.000520632
0.1,46.7,-3338.14,-3338.14,0.000522182
0.1,46.8,-3338.17,-3338.17,0.000523731
0.1,46.9,-3338.2,-3338.2,0.000525279
0.1,47,-3338.23,-3338.23,0.000526825
0.1,47.1,-3338.26,-3338.26,0.000528371
0.1,47.2,-3338.29,-3338.3,0.000529916
0.1,47.3,-3338.33,-3338.33,0.000531459
0.1,47.4,-3338.36,-3338.36,0.000533001
0.1,47.5,-3338.39,-3338.39,0.000534542
0.1,47.6,-3338.42,-3338.42,0.000536082
0.1,47.7,-3338.45,-3338.45,0.000537621
0.1,47.8,-3338.48,-3338.48,0.000539158
0.1,47.9,-3338.51,-3338.52,0.000540695
0.1,48,-3338.55,-3338.55,0.00054223
0.1,48.1,-3338.58,-3338.58,0.000543764
0.1,48.2,-3338.61,-3338.61,0.000545296
0.1,48.3,-3338.64,-3338.64,0.000546827
0.1,48.4,-3338.67,-3338.67,0.000548357
0.1,48.5,-3338.7,-3338.7,0.000549886
0.1,48.6,-3338.73,-3338.73,0.000551413
0.1,48.7,-3338.76,-3338.77,0.00055294
0.1,48.8,-3338.8,-3338.8,0.000554464
0.1,48.9,-3338.83,-3338.83,0.000555988
0.1,49,-3338.86,-3338.86,0.00055751
0.1,49.1,-3338.89,-3338.89,0.00055903
0.1,49.2,-3338.92,-3338.92,0.00056055
0.1,49.3,-3338.95,-3338.95,0.000562067
0.1,49.4,-3338.98,-3338.98,0.000563584
0.1,49.5,-3339.01,-3339.01,0.000565099
0.1,49.6,-3339.04,-3339.04,0.000566613
0.1,49.7,-3339.07,-3339.08,0.000568125
0.1,49.8,-3339.11,-3339.11,0.000569636
0.1,49.9,-3339.14,-3339.14,0.000571145
0.1,50,-3339.17,-3339.17,0.000572653
0.1,50.1,-3339.2,-3339.2,0.000574159
0.1,50.2,-3339.23,-3339.23,0.000575664
0.1,50.3,-3339.26,-3339.26,0.000577167
0.1,50.4,-3339.29,-3339.29,0.000578669
0.1,50.5,-3339.32,-3339.32,0.000580169
0.1,50.6,-3339.35,-3339.35,0.000581668
0.1,50.7,-3339.38,-3339.38,0.000583165
0.1,50.8,-3339.41,-3339.41,0.00058466
0.1,50.9,-3339.44,-3339.44,0.000586154
0.1,51,-3339.47,-3339.47,0.000587647
0.1,51.1,-3339.5,-3339.5,0.000589137
0.1,51.2,-3339.53,-3339.53,0.000590627
0.1,51.3,-3339.56,-3339.57,0.000592114
0.1,51.4,-3339.59,-3339.6,0.0005936
0.1,51.5,-3339.63,-3339.63,0.000595084
0.1,51.6,-3339.66,-3339.66,0.000596567
0.1,51.7,-3339.69,-3339.69,0.000598048
0.1,51.8,-3339.72,-3339.72,0.000599527
0.1,51.9,-3339.75,-3339.75,0.000601005
0.1,52,-3339.78,-3339.78,0.00060248
0.1,52.1,-3339.81,-3339.81,0.000603955
0.1,52.2,-3339.84,-3339.84,0.000605427
0.1,52.3,-3339.87,-3339.87,0.000606898
0.1,52.4,-3339.9,-3339.9,0.000608367
0.1,52.5,-3339.93,-3339.93,0.000609834
0.1,52.6,-3339.96,-3339.96,0.000611299
0.1,52.7,-3339.99,-3339.99,0.000612763
0.1,52.8,-3340.02,-3340.02,0.000614225
0.1,52.9,-3340.05,-3340.05,0.000615685
0.1,53,-3340.08,-3340.08,0.000617144
0.1,53.1,-3340.11,-3340.11,0.0006186
0.1,53.2,-3340.13,-3340.14,0.000620055
0.1,53.3,-3340.16,-3340.17,0.000621508
0.1,53.4,-3340.19,-3340.19,0.000622959
0.1,53.5,-3340.22,-3340.22,0.000624408
0.1,53.6,-3340.25,-3340.25,0.000625855
0.1,53.7,-3340.28,-3340.28,0.000627301
0.1,53.8,-3340.31,-3340.31,0.000628745
0.1,53.9,-3340.34,-3340.34,0.000630186
0.1,54,-3340.37,-3340.37,0.000631626
0.1,54.1,-3340.4,-3340.4,0.000633064
0.1,54.2,-3340.43,-3340.43,0.0006345
0.1,54.3,-3340.46,-3340.46,0.000635934
0.1,54.4,-3340.49,-3340.49,0.000637367
0.1,54.5,-3340.52,-3340.52,0.000638797
0.1,54.6,-3340.55,-3340.55,0.000640225
0.1,54.7,-3340.58,-3340.58,0.000641652
0.1,54.8,-3340.6,-3340.61,0.000643076
0.1,54.9,-3340.63,-3340.63,0.000644499
0.1,55,-3340.66,-3340.66,0.000645919
0.1,55.1,-3340.69,-3340.69,0.000647338
0.1,55.2,-3340.72,-3340.72,0.000648754
0.1,55.3,-3340.75,-3340.75,0.000650169
0.1,55.4,-3340.78,-3340.78,0.000651581
0.1,55.5,-3340.81,-3340.81,0.000652992
0.1,55.6,-3340.84,-3340.84,0.0006544
0.1,55.7,-3340.86,-3340.87,0.000655807
0.1,55.8,-3340.89,-3340.89,0.000657211
0.1,55.9,-3340.92,-3340.92,0.000658613
0.1,56,-3340.95,-3340.95,0.000660014
0.1,56.1,-3340.98,-3340.98,0.000661412
0.1,56.2,-3341.01,-3341.01,0.000662808
0.1,56.3,-3341.04,-3341.04,0.000664202
0.1,56.4,-3341.06,-3341.07,0.000665594
0.1,56.5,-3341.09,-3341.09,0.000666984
0.1,56.6,-3341.12,-3341.12,0.000668372
0.1,56.7,-3341.15,-3341.15,0.000669758
0.1,56.8,-3341.18,-3341.18,0.000671141
0.1,56.9,-3341.21,-3341.21,0.000672523
0.1,57,-3341.23,-3341.23,0.000673902
0.1,57.1,-3341.26,-3341.26,0.000675279
0.1,57.2,-3341.29,-3341.29,0.000676654
0.1,57.3,-3341.32,-3341.32,0.000678027
0.1,57.4,-3341.35,-3341.35,0.000679398
0.1,57.5,-3341.37,-3341.37,0.000680767
0.1,57.6,-3341.4,-3341.4,0.000682133
0.1,57.7,-3341.43,-3341.43,0.000683498
0.1,57.8,-3341.46,-3341.46,0.00068486
0.1,57.9,-3341.49,-3341.49,0.00068622
0.1,58,-3341.51,-3341.51,0.000687577
0.1,58.1,-3341.54,-3341.54,0.000688933
0.1,58.2,-3341.57,-3341.57,0.000690286
0.1,58.3,-3341.6,-3341.6,0.000691637
0.1,58.4,-3341.62,-3341.62,0.000692986
0.1,58.5,-3341.65,-3341.65,0.000694333
0.1,58.6,-3341.68,-3341.68,0.000695677
0.1,58.7,-3341.71,-3341.71,0.000697019
0.1,58.8,-3341.73,-3341.73,0.000698359
0.1,58.9,-3341.76,-3341.76,0.000699697
0.1,59,-3341.79,-3341.79,0.000701032
0.1,59.1,-3341.82,-3341.82,0.000702365
0.1,59.2,-3341.84,-3341.84,0.000703696
0.1,59.3,-3341.87,-3341.87,0.000705025
0.1,59.4,-3341.9,-3341.9,0.000706351
0.1,59.5,-3341.92,-3341.92,0.000707675
0.1,59.6,-3341.95,-3341.95,0.000708997
0.1,59.7,-3341.98,-3341.98,0.000710317
0.1,59.8,-3342,-3342.01,0.000711634
0.1,59.9,-3342.03,-3342.03,0.000712949
0.1,60,-3342.06,-3342.06,0.000714261
0.1,60.1,-3342.08,-3342.09,0.000715572
0.1,60.2,-3342.11,-3342.11,0.000716879
0.1,60.3,-3342.14,-3342.14,0.000718185
0.1,60.4,-3342.16,-3342.17,0.000719488
0.1,60.5,-3342.19,-3342.19,0.000720789
0.1,60.6,-3342.22,-3342.22,0.000722088
0.1,60.7,-3342.24,-3342.24,0.000723384
0.1,60.8,-3342.27,-3342.27,0.000724678
0.1,60.9,-3342.3,-3342.3,0.00072597
0.1,61,-3342.32,-3342.32,0.000727259
0.1,61.1,-3342.35,-3342.35,0.000728546
0.1,61.2,-3342.38,-3342.38,0.00072983
0.1,61.3,-3342.4,-3342.4,0.000731112
0.1,61.4,-3342.43,-3342.43,0.000732392
0.1,61.5,-3342.45,-3342.45,0.000733669
0.1,61.6,-3342.48,-3342.48,0.000734944
0.1,61.7,-3342.51,-3342.51,0.000736217
0.1,61.8,-3342.53,-3342.53,0.000737487
0.1,61.9,-3342.56,-3342.56,0.000738755
0.1,62,-3342.58,-3342.58,0.00074002
0.1,62.1,-3342.61,-3342.61,0.000741283
0.1,62.2,-3342.64,-3342.64,0.000742544
0.1,62.3,-3342.66,-3342.66,0.000743802
0.1,62.4,-3342.69,-3342.69,0.000745058
0.1,62.5,-3342.71,-3342.71,0.000746311
0.1,62.6,-3342.74,-3342.74,0.000747562
0.1,62.7,-3342.76,-3342.76,0.000748811
0.1,62.8,-3342.79,-3342.79,0.000750057
0.1,62.9,-3342.81,-3342.81,0.0007513
0.1,63,-3342.84,-3342.84,0.000752542
0.1,63.1,-3342.86,-3342.87,0.00075378
0.1,63.2,-3342.89,-3342.89,0.000755017
0.1,63.3,-3342.92,-3342.92,0.000756251
0.1,63.4,-3342.94,-3342.94,0.000757482
0.1,63.5,-3342.97,-3342.97,0.000758711
0.1,63.6,-3342.99,-3342.99,0.000759937
0.1,63.7,-3343.02,-3343.02,0.000761161
0.1,63.8,-3343.04,-3343.04,0.000762383
0.1,63.9,-3343.07,-3343.07,0.000763602
0.1,64,-3343.09,-3343.09,0.000764819
0.1,64.1,-3343.11,-3343.12,0.000766033
0.1,64.2,-3343.14,-3343.14,0.000767245
0.1,64.3,-3343.16,-3343.16,0.000768454
0.1,64.4,-3343.19,-3343.19,0.000769661
0.1,64.5,-3343.21,-3343.21,0.000770865
0.1,64.6,-3343.24,-3343.24,0.000772067
0.1,64.7,-3343.26,-3343.26,0.000773266
0.1,64.8,-3343.29,-3343.29,0.000774463
0.1,64.9,-3343.31,-3343.31,0.000775657
0.1,65,-3343.34,-3343.34,0.000776849
0.1,65.1,-3343.36,-3343.36,0.000778038
0.1,65.2,-3343.38,-3343.38,0.000779225
0.1,65.3,-3343.41,-3343.41,0.000780409
0.1,65.4,-3343.43,-3343.43,0.000781591
0.1,65.5,-3343.46,-3343.46,0.00078277
0.1,65.6,-3343.48,-3343.48,0.000783947
0.1,65.7,-3343.5,-3343.51,0.000785122
0.1,65.8,-3343.53,-3343.53,0.000786293
0.1,65.9,-3343.55,-3343.55,0.000787463
0.1,66,-3343.58,-3343.58,0.000788629
0.1,66.1,-3343.6,-3343.6,0.000789794
0.1,66.2,-3343.62,-3343.62,0.000790955
0.1,66.3,-3343.65,-3343.65,0.000792114
0.1,66.4,-3343.67,-3343.67,0.000793271
0.1,66.5,-3343.69,-3343.7,0.000794425
0.1,66.6,-3343.72,-3343.72,0.000795577
0.1,66.7,-3343.74,-3343.74,0.000796726
0.1,66.8,-3343.76,-3343.77,0.000797873
0.1,66.9,-3343.79,-3343.79,0.000799017
0.1,67,-3343.81,-3343.81,0.000800158
0.1,67.1,-3343.83,-3343.84,0.000801297
0.1,67.2,-3343.86,-3343.86,0.000802434
0.1,67.3,-3343.88,-3343.88,0.000803568
0.1,67.4,-3343.9,-3343.9,0.000804699
0.1,67.5,-3343.93,-3343.93,0.000805828
0.1,67.6,-3343.95,-3343.95,0.000806954
0.1,67.7,-3343.97,-3343.97,0.000808078
0.1,67.8,-3344,-3344,0.000809199
0.1,67.9,-3344.02,-3344.02,0.000810318
0.1,68,-3344.04,-3344.04,0.000811434
0.1,68.1,-3344.06,-3344.07,0.000812547
0.1,68.2,-3344.09,-3344.09,0.000813659
0.1,68.3,-3344.11,-3344.11,0.000814767
0.1,68.4,-3344.13,-3344.13,0.000815873
0.1,68.5,-3344.15,-3344.16,0.000816976
0.1,68.6,-3344.18,-3344.18,0.000818077
0.1,68.7,-3344.2,-3344.2,0.000819176
0.1,68.8,-3344.22,-3344.22,0.000820271
0.1,68.9,-3344.24,-3344.25,0.000821365
0.1,69,-3344.27,-3344.27,0.000822455
0.1,69.1,-3344.29,-3344.29,0.000823543
0.1,69.2,-3344.31,-3344.31,0.000824629
0.1,69.3,-3344.33,-3344.33,0.000825712
0.1,69.4,-3344.36,-3344.36,0.000826793
0.1,69.5,-3344.38,-3344.38,0.000827871
0.1,69.6,-3344.4,-3344.4,0.000828946
0.1,69.7,-3344.42,-3344.42,0.000830019
0.1,69.8,-3344.44,-3344.44,0.000831089
0.1,69.9,-3344.46,-3344.47,0.000832157
0.1,70,-3344.49,-3344.49,0.000833222
0.1,70.1,-3344.51,-3344.51,0.000834285
0.1,70.2,-3344.53,-3344.53,0.000835345
0.1,70.3,-3344.55,-3344.55,0.000836402
0.1,70.4,-3344.57,-3344.57,0.000837457
0.1,70.5,-3344.59,-3344.6,0.00083851
0.1,70.6,-3344.62,-3344.62,0.00083956
0.1,70.7,-3344.64,-3344.64,0.000840607
0.1,70.8,-3344.66,-3344.66,0.000841652
0.1,70.9,-3344.68,-3344.68,0.000842694
0.1,71,-3344.7,-3344.7,0.000843734
0.1,71.1,-3344.72,-3344.72,0.000844771
0.1,71.2,-3344.74,-3344.74,0.000845806
0.1,71.3,-3344.76,-3344.77,0.000846838
0.1,71.4,-3344.79,-3344.79,0.000847867
0.1,71.5,-3344.81,-3344.81,0.000848894
0.1,71.6,-3344.83,-3344.83,0.000849919
0.1,71.7,-3344.85,-3344.85,0.000850941
0.1,71.8,-3344.87,-3344.87,0.00085196
0.1,71.9,-3344.89,-3344.89,0.000852977
0.1,72,-3344.91,-3344.91,0.000853991
0.1,72.1,-3344.93,-3344.93,0.000855003
0.1,72.2,-3344.95,-3344.95,0.000856012
0.1,72.3,-3344.97,-3344.97,0.000857019
0.1,72.4,-3344.99,-3344.99,0.000858023
0.1,72.5,-3345.01,-3345.01,0.000859024
0.1,72.6,-3345.03,-3345.03,0.000860024
0.1,72.7,-3345.05,-3345.05,0.00086102
0.1,72.8,-3345.07,-3345.07,0.000862014
0.1,72.9,-3345.09,-3345.1,0.000863006
0.1,73,-3345.11,-3345.12,0.000863994
0.1,73.1,-3345.13,-3345.14,0.000864981
0.1,73.2,-3345.15,-3345.16,0.000865965
0.1,73.3,-3345.17,-3345.18,0.000866946
0.1,73.4,-3345.19,-3345.2,0.000867925
0.1,73.5,-3345.21,-3345.22,0.000868901
0.1,73.6,-3345.23,-3345.24,0.000869875
0.1,73.7,-3345.25,-3345.26,0.000870846
0.1,73.8,-3345.27,-3345.28,0.000871815
0.1,73.9,-3345.29,-3345.29,0.000872781
0.1,74,-3345.31,-3345.31,0.000873745
0.1,74.1,-3345.33,-3345.33,0.000874706
0.1,74.2,-3345.35,-3345.35,0.000875665
0.1,74.3,-3345.37,-3345.37,0.000876621
0.1,74.4,-3345.39,-3345.39,0.000877575
0.1,74.5,-3345.41,-3345.41,0.000878526
0.1,74.6,-3345.43,-3345.43,0.000879475
0.1,74.7,-3345.45,-3345.45,0.000880421
0.1,74.8,-3345.47,-3345.47,0.000881365
0.1,74.9,-3345.49,-3345.49,0.000882306
0.1,75,-3345.51,-3345.51,0.000883244
0.1,75.1,-3345.53,-3345.53,0.000884181
0.1,75.2,-3345.55,-3345.55,0.000885114
0.1,75.3,-3345.56,-3345.57,0.000886046
0.1,75.4,-3345.58,-3345.58,0.000886974
0.1,75.5,-3345.6,-3345.6,0.000887901
0.1,75.6,-3345.62,-3345.62,0.000888824
0.1,75.7,-3345.64,-3345.64,0.000889746
0.1,75.8,-3345.66,-3345.66,0.000890664
0.1,75.9,-3345.68,-3345.68,0.000891581
0.1,76,-3345.7,-3345.7,0.000892495
0.1,76.1,-3345.71,-3345.72,0.000893406
0.1,76.2,-3345.73,-3345.73,0.000894315
0.1,76.3,-3345.75,-3345.75,0.000895221
0.1,76.4,-3345.77,-3345.77,0.000896125
0.1,76.5,-3345.79,-3345.79,0.000897027
0.1,76.6,-3345.81,-3345.81,0.000897926
